"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"gene:Zm00001eb011900",17779.4658923756,6.45404701605677,0.127616205038968,50.5738829491599,0,0
"gene:Zm00001eb034050",8153.0385446289,8.35827948152617,0.196271591374483,42.5852739206598,0,0
"gene:Zm00001eb087350",27399.4590841645,10.8873681020629,0.272057084122606,40.0186899641854,0,0
"gene:Zm00001eb157170",6895.33544162155,6.58640361045391,0.144965171417198,45.4343863844285,0,0
"gene:Zm00001eb161370",9720.50675686896,-10.7981571578964,0.268908408143292,-40.1555207308446,0,0
"gene:Zm00001eb161410",266775.910383816,-11.4328111872939,0.28464996636062,-40.1644564848105,0,0
"gene:Zm00001eb164390",34927.144290037,-4.33305399712216,0.0974338284124744,-44.4717616840292,0,0
"gene:Zm00001eb225360",5779.62398541033,6.00405868418307,0.152904366189635,39.2667576067561,0,0
"gene:Zm00001eb341970",7601.40602562347,4.25657157564497,0.109260214796219,38.958110997529,0,0
"gene:Zm00001eb357740",116840.085243754,-10.8445830908661,0.151411559808138,-71.6232175707578,0,0
"gene:Zm00001eb392300",7891.07230105215,7.07019145518282,0.152738660037423,46.2894689101669,0,0
"gene:Zm00001eb370650",3368.02322693119,6.40146563063969,0.167000402078947,38.3320372343385,1.79839895086214e-321,4.06243501030382e-318
"gene:Zm00001eb011880",16849.2604185873,6.0249744743297,0.159208839480741,37.8432158288454,2.21378083444398e-313,4.61607362148252e-310
"gene:Zm00001eb197410",54521.5681992503,-5.77658196957219,0.154686495600183,-37.3438026839969,3.1962549497811e-305,6.18863449455116e-302
"gene:Zm00001eb037110",16828.9912857052,5.07543897776675,0.141188144816233,35.9480534599617,5.42853284102041e-283,9.81008264810268e-280
"gene:Zm00001eb033390",16030.2134882446,-5.04976320547122,0.141645379941962,-35.6507441862229,2.2945315544681e-278,3.88736667793543e-275
"gene:Zm00001eb161390",14855.2452494765,-10.7187319557443,0.30127853987843,-35.5774824189917,3.12411287199465e-277,4.98148986006818e-274
"gene:Zm00001eb071090",8228.40271410765,-10.2929282138229,0.289765800825865,-35.5215425163595,2.2859292874605e-276,3.44248251084398e-273
"gene:Zm00001eb418610",21412.3794843715,9.89352548757322,0.279879052982449,35.3492888522588,1.0281395436271e-273,1.46683045311051e-270
"gene:Zm00001eb395360",4652.43289844614,8.52520451020894,0.242469205974686,35.159947325843,8.19157354242506e-271,1.11024492007258e-267
"gene:Zm00001eb081770",17004.8784518184,11.2876138456095,0.324844836865167,34.7477089509495,1.50094419242374e-264,1.93743305828716e-261
"gene:Zm00001eb386040",7434.45499966745,9.45208988976959,0.279314748421655,33.8402821303968,5.04398500823267e-251,6.21487734628014e-248
"gene:Zm00001eb140370",3281.46196599568,-4.18296391636207,0.123716294868912,-33.8109375227757,1.36216673213377e-250,1.60540233078043e-247
"gene:Zm00001eb397600",58990.7583953798,10.509296512447,0.313767681426273,33.4938782244098,5.91771367347564e-246,6.68381102278767e-243
"gene:Zm00001eb330550",1752.31116232156,-4.63644023452308,0.140126154005182,-33.0876149954963,4.47912420478144e-240,4.85662479276043e-237
"gene:Zm00001eb400020",11162.2728919476,11.3759292805706,0.345077445608503,32.9663077820414,2.47028191990732e-238,2.57545892318952e-235
"gene:Zm00001eb339850",1143.80378333333,-5.84810566356781,0.177455944682335,-32.9552536210411,3.55736754220588e-238,3.57146525802129e-235
"gene:Zm00001eb060560",3102.66537230812,5.14366961300862,0.158297778737106,32.4936310164592,1.31173124541577e-231,1.26989638819591e-228
"gene:Zm00001eb075450",10037.1812864668,6.63466951058633,0.205777016366747,32.2420337690272,4.54945942073396e-228,4.25248953509777e-225
"gene:Zm00001eb042940",2902.84010355352,-4.12042636352738,0.127902334950818,-32.2154115881607,1.07384607302295e-227,9.70291516714434e-225
"gene:Zm00001eb037640",4381.21837576894,4.00965764390385,0.1247380005385,32.1446361701643,1.04960231532596e-226,9.17792579404541e-224
"gene:Zm00001eb147750",19011.1379089164,-4.1292323202099,0.129117041129093,-31.9805370700946,2.03356611350562e-224,1.7226211449624e-221
"gene:Zm00001eb057010",12472.53659994,11.4703627679054,0.360832576046293,31.7886009450373,9.30385981613241e-222,7.64241600108792e-219
"gene:Zm00001eb121900",14343.7973996,10.9261326936033,0.345624092151211,31.6127635246652,2.46545429605393e-219,1.96561969420982e-216
"gene:Zm00001eb148420",3011.27483935553,8.06570647388689,0.255961756593099,31.5113733443739,6.06831393586548e-218,4.69982245312873e-215
"gene:Zm00001eb395330",3407.90670390017,8.76576963736268,0.27847672802043,31.4775661854214,1.76174628945794e-217,1.3265460185649e-214
"gene:Zm00001eb112330",4584.37829820277,9.23337835414273,0.294828054246547,31.3178417764186,2.66763398655736e-215,1.9543663371246e-212
"gene:Zm00001eb061250",2260.65176593182,5.14214967869029,0.164346645192308,31.2884371486456,6.70321015651201e-215,4.78168204506766e-212
"gene:Zm00001eb222300",9933.11809197161,5.30675266361034,0.169946204042071,31.2260735302839,4.71763728600436e-214,3.27899984389026e-211
"gene:Zm00001eb193940",23488.3083994148,10.1142757734212,0.32488840644485,31.1315380074606,9.01827930207008e-213,6.11146242603034e-210
"gene:Zm00001eb011940",12839.9289791635,-5.59826924358945,0.180292157513656,-31.0510968463251,1.10261757981719e-211,7.28991578929382e-209
"gene:Zm00001eb144530",2341.88986503524,-4.35230922145412,0.140293650065323,-31.0228525626613,2.65172992671158e-211,1.71143912198502e-208
"gene:Zm00001eb229930",5602.23299790396,4.58378711574317,0.14810471198711,30.9496372819124,2.5693467771098e-210,1.61970425783989e-207
"gene:Zm00001eb301210",5790.98501285445,-4.61480312489441,0.149279149025217,-30.9139163441698,7.76569686174823e-210,4.78419874616839e-207
"gene:Zm00001eb314010",4291.36640362807,-6.31611117723734,0.205158390697785,-30.7865116106389,3.97144678881761e-208,2.39231129121064e-205
"gene:Zm00001eb124960",36446.5264325869,9.77246923200596,0.321351148748629,30.410562619928,3.9826789172183e-203,2.34692342193558e-200
"gene:Zm00001eb053420",2079.24215555766,-4.75209113056593,0.157110188531057,-30.2468679784351,5.7363227465376e-201,3.30839363171053e-198
"gene:Zm00001eb056010",13648.7438785551,4.55589614171888,0.154363664113049,29.5140450824124,1.90126958550654e-191,1.07370238863179e-188
