"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene_id"
17382.6691009837,4.95786019131437,0.137318310414819,36.1048732418669,1.90185691523449e-285,5.28031553945705e-281,"gene:Zm00001eb187010"
1383.20908110066,5.56618218369751,0.171078864070215,32.5357677229666,3.32868418606053e-232,4.62087938708922e-228,"gene:Zm00001eb112930"
1823.67943024932,5.44972355475785,0.169731541909012,32.1079010622509,3.4202530676352e-226,3.16533020566079e-222,"gene:Zm00001eb248930"
9983.53870451777,3.23023834171526,0.101684445768597,31.7672807999199,1.83312865389939e-221,1.27237459867157e-217,"gene:Zm00001eb126900"
3961.6366092557,5.33587582144159,0.17798534284135,29.979299060585,1.82698890579318e-197,1.01449039960884e-193,"gene:Zm00001eb012040"
1863.84840645028,4.2990949765632,0.149826565265799,28.6938098656699,4.55787202538017e-181,2.10907931521092e-177,"gene:Zm00001eb356420"
4054.75139291205,3.94934141770719,0.138141658665418,28.5890690459464,9.18752620657773e-180,3.64403539427749e-176,"gene:Zm00001eb037690"
1230.26569181396,5.08933911007315,0.17901663604359,28.4294198715359,8.75600805494747e-178,3.03877259546952e-174,"gene:Zm00001eb050380"
1474.56816601468,5.60656301108356,0.197496914328277,28.3881043415412,2.83581340502183e-177,8.74816926411401e-174,"gene:Zm00001eb311590"
1467.81669625641,5.21191583271735,0.187967282582947,27.7277819900249,3.22977015211674e-169,8.96713385033691e-166,"gene:Zm00001eb018700"
12254.2645257919,4.36266014384695,0.166632662625161,26.1813024836597,4.33949819647581e-151,1.09528934479049e-147,"gene:Zm00001eb229460"
4225.44861917769,3.17077383619227,0.124787382312299,25.4094106105771,1.98487424408765e-142,4.59233737607079e-139,"gene:Zm00001eb294200"
932.194305179311,4.64652858249139,0.183653197445005,25.300559136101,3.14929244703213e-141,6.72591965379999e-138,"gene:Zm00001eb050500"
11832.2856671382,2.70770606790342,0.107186511846028,25.261630603233,8.43904193265327e-141,1.67358257298704e-137,"gene:Zm00001eb190950"
1830.47678269315,4.73488043090406,0.190556013827257,24.8477092682906,2.73758082992979e-136,5.06707961081138e-133,"gene:Zm00001eb225200"
3723.81031172031,3.26984104983639,0.13317831973256,24.5523524880227,4.08188928822726e-133,7.08309838739636e-130,"gene:Zm00001eb255970"
7828.67017679635,3.7529003241594,0.153031232551398,24.5237541486764,8.2438638460458e-133,1.3463684460095e-129,"gene:Zm00001eb003440"
670.979260881327,6.58552499998236,0.274298738394931,24.008586545158,2.2620298223205e-127,3.4890553326059e-124,"gene:Zm00001eb192710"
4605.92062180307,4.1409558656185,0.174736196029188,23.6983290223784,3.75160473159356e-124,5.48208177726124e-121,"gene:Zm00001eb430440"
662.684512534841,6.60630009743551,0.282440167125783,23.3900870568932,5.39130126808849e-121,7.48420442036045e-118,"gene:Zm00001eb351790"
3145.93890174265,3.62090646819141,0.156706658905293,23.1062706172539,4.00446642889886e-118,5.29428599675942e-115,"gene:Zm00001eb330590"
7110.72793112003,1.95881959337587,0.0850994655225459,23.0180011278321,3.07812738423858e-117,3.88459675890909e-114,"gene:Zm00001eb154580"
892.009429594443,5.53631086368533,0.245529273251938,22.5484757493845,1.38990449604255e-112,1.67779601861415e-109,"gene:Zm00001eb062580"
2787.62544615409,3.47239909877187,0.155043637740142,22.3962695237564,4.27947982074311e-111,4.95064490596299e-108,"gene:Zm00001eb335400"
1439.65264788304,5.13280105559044,0.229840056789218,22.3320561580684,1.80432116314898e-110,2.00380691094673e-107,"gene:Zm00001eb350360"
21709.4964905056,2.89505139995717,0.1311847402158,22.0685073217722,6.34518671616058e-108,6.77568323028778e-105,"gene:Zm00001eb008360"
681.055956701879,4.81309847605809,0.220079936085645,21.8697740542102,5.04064693015354e-106,5.18327856921418e-103,"gene:Zm00001eb076550"
696.656768454949,6.18941876132846,0.287427105826162,21.5338728876596,7.49967922789878e-103,7.43646764583506e-100,"gene:Zm00001eb269420"
634.311443464238,7.47077154460641,0.352643020113086,21.1850826998097,1.31095413385552e-99,1.2550803645643e-96,"gene:Zm00001eb419870"
5125.75024869004,2.03130304868121,0.0959925779109146,21.1610427898535,2.18340182659094e-99,2.02066561044903e-96,"gene:Zm00001eb311680"
1798.92739582273,4.82069425686135,0.23040247610695,20.9229272979846,3.31150358644189e-97,2.96582534109589e-94,"gene:Zm00001eb330730"
885.699144039415,7.17108102374712,0.3428576012907,20.9156250196913,3.85938641169036e-97,3.34850013544285e-94,"gene:Zm00001eb294480"
2016.92364138284,3.29784192310976,0.158157809142059,20.8515908319621,1.47438407855415e-96,1.24044847142355e-93,"gene:Zm00001eb018720"
5506.20427300653,3.60659365825434,0.173730555041231,20.759696861605,1.00196699957594e-95,8.18194464006659e-93,"gene:Zm00001eb015130"
3883.87507181825,2.91960582286641,0.142105533412688,20.5453352360855,8.47243803930885e-94,6.72082199209631e-91,"gene:Zm00001eb306790"
2071.63590122984,2.3893225867433,0.117105800254361,20.4031105338382,1.5690999540202e-92,1.21012475342824e-89,"gene:Zm00001eb265510"
887.45775111258,6.52476550606836,0.32003709884054,20.3875286012368,2.1577392666254e-92,1.61912089185372e-89,"gene:Zm00001eb300240"
646.737245875914,5.43890890955235,0.266860062301774,20.3811273318292,2.45925669582653e-92,1.79681060270862e-89,"gene:Zm00001eb369590"
3315.57279545647,3.10553144339686,0.155782924718391,19.9349925481932,2.02335207850021e-88,1.44041915660205e-85,"gene:Zm00001eb056010"
1585.65132400165,-3.32760432348652,0.167624308967121,-19.8515617692373,1.06828556651013e-87,7.41497011714681e-85,"gene:Zm00001eb373490"
649.834869069292,7.66543482259735,0.387568191972446,19.7782867153926,4.57988599356887e-87,3.10136474940113e-84,"gene:Zm00001eb201180"
663.456600244832,7.99733688218098,0.408125455911406,19.5952905322255,1.69614695455365e-85,1.12123390586256e-82,"gene:Zm00001eb371140"
2297.80298922601,3.29573870799433,0.169484976310268,19.4456097510435,3.1747805718348e-84,2.04987459991678e-81,"gene:Zm00001eb016250"
1555.10553354947,2.82168559105447,0.147558746594918,19.122455673879,1.64191965136678e-81,1.03605130001244e-78,"gene:Zm00001eb313980"
610.525214492038,-4.00001746548315,0.210444095236374,-19.0075062975289,1.47814111226979e-80,9.11980218690189e-78,"gene:Zm00001eb144350"
731.342134293741,5.54452137675283,0.29718332161632,18.6569062711773,1.1097292436733e-77,6.69793972203164e-75,"gene:Zm00001eb339080"
739.665769465562,3.35460308546904,0.180113552388602,18.6249343316007,2.01739657176799e-77,1.1917233706078e-74,"gene:Zm00001eb326900"
843.660606503369,2.68916315625251,0.144432060248542,18.6188797115054,2.25890393771338e-77,1.30658768597238e-74,"gene:Zm00001eb356980"
612.069148788888,5.23329976355878,0.287161811333143,18.2242190884063,3.31575318745957e-74,1.87874635707403e-71,"gene:Zm00001eb063330"
6176.87285868595,-2.52997397278421,0.139081086445263,-18.1906399888521,6.12211229816798e-74,3.39948651692672e-71,"gene:Zm00001eb081810"
713.072469851018,8.73200785998426,0.482195234272661,18.1088638778348,2.71289657307789e-73,1.47687961676342e-70,"gene:Zm00001eb222250"
9489.02446526775,2.69373759497394,0.150746823651696,17.8692826138605,2.04608642527304e-71,1.09245275983232e-68,"gene:Zm00001eb184470"
11315.06591546,2.87309211965021,0.161741452345775,17.7634865891277,1.35546936595827e-70,7.10061348612555e-68,"gene:Zm00001eb395600"
2271.66232753436,2.44607825357359,0.139186365035178,17.5741226732616,3.88859013443059e-69,1.99931141652465e-66,"gene:Zm00001eb427060"
1918.73979556968,3.5779275831088,0.204938336813563,17.4585567480414,2.96331590393071e-68,1.49588186830422e-65,"gene:Zm00001eb339970"
11357.9637482605,2.95966532342995,0.169587638176137,17.4521289125802,3.31638328426154e-68,1.64421545543281e-65,"gene:Zm00001eb122980"
3039.58165158215,3.1087863534606,0.180362816365925,17.2362930236874,1.4184586794454e-66,6.90913803089863e-64,"gene:Zm00001eb417550"
1691.14340877815,5.34318793097469,0.314268752908067,17.0019700703039,7.94058815124457e-65,3.80107740398542e-62,"gene:Zm00001eb367740"
2455.62179972872,3.2808298181396,0.193333220112603,16.9698193421117,1.37353956100698e-64,6.46355124945726e-62,"gene:Zm00001eb230220"
